model,organelle,dataset,dataset_label,crop_id,coverage,voxel_nm,source_image,dice,iou,precision,recall,f1,accuracy,specificity,tp,fp,fn,tn,gt_area,pred_area,eval_area,gt_frac,cldice,boundary_f1,status,infer_s,inst_n_pred,inst_n_gt,inst_precision@0.5,inst_recall@0.5,inst_f1@0.5,inst_ap@0.5,inst_precision@0.75,inst_recall@0.75,inst_f1@0.75,inst_ap@0.75,inst_pq,inst_sq,inst_rq,target_nm,model_type,force_scale
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00067,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.185942,0.102501,0.126529,0.350542,0.185942,0.995801,0.996685,8046,55544,14907,16698719,22953,63590,537320,0.042718,0.166812,0.104153,ok,36.49,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00068,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.201209,0.111858,0.154218,0.289386,0.201209,0.995951,0.997198,8556,46924,21010,16700726,29566,55480,602616,0.049063,0.189428,0.117126,ok,36.159,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00069,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.153138,0.082918,0.119028,0.21465,0.153138,0.996119,0.997399,5887,43572,21539,16706218,27426,49459,605616,0.045286,0.138965,0.116675,ok,32.826,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00070,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.13861,0.074466,0.10117,0.22004,0.13861,0.99565,0.996886,5872,52169,20814,16698361,26686,58041,712701,0.037443,0.13391,0.090705,ok,33.061,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00071,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.09872,0.051923,0.071216,0.160836,0.09872,0.995787,0.996987,3871,50485,20197,16702663,24068,54356,808146,0.029782,0.107233,0.067714,ok,35.846,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00072,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.151001,0.081666,0.098532,0.323001,0.151001,0.995453,0.996296,6784,62067,14219,16694146,21003,68851,840368,0.024993,0.124462,0.074861,ok,36.041,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00073,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.209363,0.116921,0.136105,0.453408,0.209363,0.996116,0.996732,8627,54758,10400,16703431,19027,63385,783881,0.024273,0.168808,0.072567,ok,32.871,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00074,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.215416,0.120709,0.151918,0.370114,0.215416,0.996814,0.997555,7339,40970,12490,16716417,19829,48309,750882,0.026408,0.20186,0.100174,ok,30.377,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00075,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.144185,0.077694,0.098147,0.271576,0.144185,0.996587,0.997355,4824,44327,12939,16715126,17763,49151,760971,0.023343,0.13449,0.125657,ok,29.962,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00076,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.139198,0.074806,0.096017,0.252963,0.139198,0.995893,0.99687,5571,52450,16452,16702743,22023,58021,757185,0.029085,0.141399,0.128103,ok,29.752,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00077,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.219263,0.12313,0.148079,0.422237,0.219263,0.996831,0.997437,7466,42953,10216,16716581,17682,50419,687754,0.02571,0.212464,0.115816,ok,30.086,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00078,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.245669,0.140036,0.192799,0.338493,0.245669,0.997246,0.99812,7523,31497,14702,16723494,22225,39020,624682,0.035578,0.210749,0.116765,ok,27.445,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00079,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.270863,0.156647,0.253565,0.290695,0.270863,0.997592,0.998681,7504,22090,18310,16729312,25814,29594,594080,0.043452,0.240848,0.173733,ok,30.472,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00080,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.210118,0.117392,0.189522,0.235737,0.210118,0.997669,0.998672,5202,22246,16865,16732903,22067,27448,577424,0.038216,0.174501,0.137474,ok,27.454,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00081,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.253598,0.145212,0.299062,0.220133,0.253598,0.9983,0.999322,4846,11358,17168,16743844,22014,16204,326748,0.067373,0.244479,0.152081,ok,26.746,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00082,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.27268,0.157863,0.303175,0.247759,0.27268,0.998242,0.999242,5529,12708,16787,16742192,22316,18237,292248,0.07636,0.285041,0.158192,ok,24.566,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00083,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.055635,0.028613,0.056103,0.055174,0.055635,0.998456,0.999234,763,12837,13066,16750550,13829,13600,328185,0.042138,0.077461,0.046752,ok,23.823,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00084,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.153451,0.083101,0.123276,0.203185,0.153451,0.998783,0.999215,1850,13157,7255,16754954,9105,15007,318004,0.028632,0.117182,0.072962,ok,26.975,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00085,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.290882,0.170194,0.320716,0.266126,0.290882,0.999542,0.999801,1576,3338,4346,16767956,5922,4914,204074,0.029019,0.284281,0.213732,ok,23.799,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00086,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.172514,0.0944,0.124691,0.279844,0.172514,0.999221,0.99943,1362,9561,3505,16762788,4867,10923,334880,0.014534,0.148321,0.100876,ok,27.241,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00087,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.055843,0.028723,0.118943,0.036486,0.055843,0.999946,0.999988,27,200,713,16776276,740,227,3762,0.196704,0.078281,0.072392,ok,8.467,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00088,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.0,0.0,0.0,0.0,0.0,0.999648,0.999778,0,3722,2181,16771313,2181,3722,77682,0.028076,0.0,0.0,ok,26.651,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00089,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.091798,0.048107,0.092276,0.091325,0.091798,0.999529,0.999766,399,3925,3970,16768922,4369,4324,82680,0.052842,0.082816,0.046749,ok,27.393,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00090,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.149623,0.080861,0.195539,0.12117,0.149623,0.999644,0.999871,526,2164,3815,16770711,4341,2690,77546,0.05598,0.151284,0.161299,ok,27.425,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00091,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.174641,0.095675,0.665638,0.100505,0.174641,0.999271,0.999961,1294,650,11581,16763691,12875,1944,57134,0.225347,0.233175,0.165963,ok,24.369,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00092,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.029217,0.014825,0.358413,0.015229,0.029217,0.998962,0.999972,262,469,16942,16759543,17204,731,52974,0.324763,0.027529,0.05608,ok,24.325,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00093,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.087951,0.045998,0.419429,0.049126,0.087951,0.998874,0.999925,911,1261,17633,16757411,18544,2172,81420,0.227757,0.135669,0.087413,ok,30.433,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,sali_00094,sparse,15.0,mito_benchmarks/salivary_gland/salivary_gland_em.tif,0.121992,0.064958,0.673851,0.067067,0.121992,0.999598,0.999986,469,227,6524,16769996,6993,696,29388,0.237954,0.103764,0.136699,ok,15.992,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,tem_00095,sparse,2.0,tem_benchmark/images/0s1JawDdbBymwtwOjgx8.tiff,0.03771,0.019217,0.202834,0.020787,0.03771,0.98942,0.999177,3478,13669,163837,16596232,167315,17147,803160,0.208321,0.031442,0.033702,ok,4.089,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,tem_00096,sparse,2.0,tem_benchmark/images/17pOyGcUusCVRfzUZxTs.tiff,0.738986,0.586026,0.830136,0.665873,0.738986,0.997351,0.999228,62921,12875,31573,16669847,94494,75796,365120,0.258803,0.815575,0.144336,ok,2.308,,,,,,,,,,,,,,,,
incasem,mito,empiar_10982_mitonet_benchmark,EMPIAR-10982,tem_00097,sparse,2.0,tem_benchmark/images/1U0jYrdPwdlRDsQzkUNc.tiff,0.00106,0.00053,0.001064,0.001056,0.00106,0.992023,0.996009,71,66685,67150,16643310,67221,66756,1009664,0.066578,0.0,0.004173,ok,3.967,,,,,,,,,,,,,,,,
