model,organelle,dataset,dataset_label,n_crops,dice_mean,dice_std,dice_median,dice_n,iou_mean,iou_std,iou_median,iou_n,precision_mean,precision_std,precision_median,precision_n,recall_mean,recall_std,recall_median,recall_n,f1_mean,f1_std,f1_median,f1_n,accuracy_mean,accuracy_std,accuracy_median,accuracy_n,specificity_mean,specificity_std,specificity_median,specificity_n,tp_mean,tp_std,tp_median,tp_n,fp_mean,fp_std,fp_median,fp_n,fn_mean,fn_std,fn_median,fn_n,tn_mean,tn_std,tn_median,tn_n,gt_area_mean,gt_area_std,gt_area_median,gt_area_n,pred_area_mean,pred_area_std,pred_area_median,pred_area_n,eval_area_mean,eval_area_std,eval_area_median,eval_area_n,gt_frac_mean,gt_frac_std,gt_frac_median,gt_frac_n,cldice_mean,cldice_std,cldice_median,cldice_n,boundary_f1_mean,boundary_f1_std,boundary_f1_median,boundary_f1_n,inst_n_pred_mean,inst_n_pred_std,inst_n_pred_median,inst_n_pred_n,inst_n_gt_mean,inst_n_gt_std,inst_n_gt_median,inst_n_gt_n,inst_precision@0.5_mean,inst_precision@0.5_std,inst_precision@0.5_median,inst_precision@0.5_n,inst_recall@0.5_mean,inst_recall@0.5_std,inst_recall@0.5_median,inst_recall@0.5_n,inst_f1@0.5_mean,inst_f1@0.5_std,inst_f1@0.5_median,inst_f1@0.5_n,inst_ap@0.5_mean,inst_ap@0.5_std,inst_ap@0.5_median,inst_ap@0.5_n,inst_precision@0.75_mean,inst_precision@0.75_std,inst_precision@0.75_median,inst_precision@0.75_n,inst_recall@0.75_mean,inst_recall@0.75_std,inst_recall@0.75_median,inst_recall@0.75_n,inst_f1@0.75_mean,inst_f1@0.75_std,inst_f1@0.75_median,inst_f1@0.75_n,inst_ap@0.75_mean,inst_ap@0.75_std,inst_ap@0.75_median,inst_ap@0.75_n,inst_pq_mean,inst_pq_std,inst_pq_median,inst_pq_n,inst_sq_mean,inst_sq_std,inst_sq_median,inst_sq_n,inst_rq_mean,inst_rq_std,inst_rq_median,inst_rq_n,target_nm_mean,target_nm_std,target_nm_median,target_nm_n,force_scale_mean,force_scale_std,force_scale_median,force_scale_n
mitonet_scaled,mito,deepcontact_tem,DeepContact,67,0.590331,0.167852,0.605343,67,0.438461,0.166629,0.434044,67,0.640821,0.204086,0.663492,67,0.589667,0.182387,0.578138,67,0.590331,0.167852,0.605343,67,0.997648,0.001046,0.997714,67,0.998973,0.000732,0.99915,67,31053.985075,16355.88107,29183.0,67,17170.19403,12250.160914,14215.0,67,22291.552239,13671.971799,20289.0,67,16706700.268657,24590.027645,16704638.0,67,53345.537313,23489.396912,53198.0,67,48224.179104,18694.364669,46667.0,67,1065479.014925,235332.901822,1141690.0,67,0.050081,0.018703,0.049145,67,0.586338,0.193248,0.606053,67,0.513852,0.180287,0.518033,67,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,12.0,0.0,12.0,67,,,,0
mitonet_scaled,mito,deeppi_em_skeletal_muscle,DeepPI,6,0.796521,0.175608,0.875616,6,0.691705,0.205498,0.778791,6,0.952801,0.012236,0.954569,6,0.719699,0.217361,0.81099,6,0.796521,0.175608,0.875616,6,0.945364,0.044148,0.961264,6,0.993344,0.002653,0.993381,6,1877373.166667,713124.378515,1648814.0,6,93346.0,34899.129244,95319.0,6,823295.666667,765162.018604,533517.0,6,13983201.166667,710679.327573,13996902.5,6,2700668.833333,707979.533532,2673596.0,6,1970719.166667,741936.770453,1750643.5,6,6553600.0,0.0,6553600.0,6,0.412089,0.108029,0.407959,6,0.831275,0.162685,0.905737,6,0.472946,0.151559,0.497524,6,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,12.0,0.0,12.0,6,,,,0
mitonet_scaled,mito,empiar_10982_mitonet_benchmark,MitoNet,192,0.522175,0.352068,0.642604,192,0.430502,0.327594,0.473413,192,0.820415,0.250606,0.926191,177,0.462543,0.350091,0.521673,192,0.522175,0.352068,0.642604,192,0.998226,0.002903,0.998922,192,0.999631,0.002032,0.999966,192,42462.473958,97411.541744,5288.0,192,6113.338542,33770.989563,564.5,192,23651.697917,34771.243146,15434.0,192,16704988.489583,122235.298079,16751463.0,192,66114.171875,110833.0889,25187.5,192,48575.8125,110105.333054,6514.0,192,516820.3125,377597.697069,539612.5,192,0.116574,0.12126,0.073358,192,0.537852,0.358914,0.664132,192,0.377012,0.316346,0.349035,192,11.385417,10.930529,8.0,192,21.75,19.53869,17.0,192,0.538978,0.314501,0.571429,177,0.36531,0.316191,0.314144,192,0.395427,0.30933,0.4,192,0.297387,0.268171,0.25,192,0.358959,0.29891,0.333333,177,0.265418,0.277734,0.17029,192,0.281812,0.27991,0.207304,192,0.200421,0.226201,0.115642,192,0.316277,0.262406,0.286355,192,0.607884,0.321168,0.743664,192,0.395427,0.30933,0.4,192,12.0,0.0,12.0,192,,,,0
mitonet_scaled,mito,orgsegnet_plant,PlantHunter,198,0.282212,0.298262,0.170117,198,0.20702,0.249856,0.092968,198,0.61749,0.365485,0.714707,166,0.238102,0.281725,0.106929,198,0.282212,0.298262,0.170117,198,0.983259,0.021593,0.990675,198,0.999087,0.001563,0.999701,198,68305.742424,142055.030529,12834.5,198,14911.873737,25220.713871,4968.0,198,265961.252525,359279.32978,133081.0,198,16428037.131313,400598.488807,16579550.5,198,334266.994949,395805.158613,172114.0,198,83217.616162,149919.750553,28109.0,198,11566402.555556,2575672.045301,13202713.0,198,0.042028,0.092409,0.014224,198,0.28304,0.309497,0.18706,198,0.124824,0.157082,0.04969,198,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,12.0,0.0,12.0,198,,,,0
mitonet_scaled,mito,zenodo_mitoem2,ME2-Mossy,55,0.602857,0.206396,0.610364,55,0.462576,0.214334,0.439226,55,0.494815,0.226576,0.454526,54,0.902466,0.139178,0.929372,55,0.602857,0.206396,0.610364,55,0.99622,0.002795,0.996319,55,0.996406,0.002697,0.996473,55,41221.836364,28603.786317,32548.0,55,60095.163636,45077.132928,58875.0,55,3327.309091,3117.89272,2777.0,55,16672571.690909,67788.706842,16664879.0,55,44549.145455,30691.494494,36695.0,55,101317.0,65682.807207,109678.0,55,503440.945455,369935.29685,475800.0,55,0.160219,0.162057,0.112516,55,0.623022,0.20962,0.667869,55,0.503991,0.175469,0.518798,55,50.727273,33.702686,47.0,55,18.272727,13.191532,15.0,55,0.377102,0.207532,0.342105,54,0.827172,0.174049,0.857143,55,0.480838,0.190294,0.495238,55,0.338744,0.180949,0.329114,55,0.302406,0.185108,0.263655,54,0.688788,0.239745,0.714286,55,0.3951,0.198002,0.382022,55,0.267149,0.174184,0.236111,55,0.410092,0.171737,0.397545,55,0.834444,0.13754,0.856884,55,0.480838,0.190294,0.495238,55,12.0,0.0,12.0,55,,,,0
nucleonet,nucleus,orgsegnet_plant,PlantHunter,65,0.533645,0.255744,0.524429,65,0.408073,0.257281,0.355407,65,0.468244,0.300957,0.38297,65,0.822752,0.232585,0.903573,65,0.533645,0.255744,0.524429,65,0.877762,0.163898,0.937465,65,0.875521,0.180752,0.951943,65,772085.4,739934.520539,624890.0,65,1919917.046154,2784218.313716,782200.0,65,130891.830769,258733.789352,41877.0,65,13954321.723077,3142604.969379,15244232.0,65,902977.230769,766618.226298,698305.0,65,2692002.446154,3177012.01822,1387215.0,65,11175749.169231,3793615.302803,13217792.0,65,0.08644,0.070166,0.060599,65,0.387769,0.294669,0.315191,65,0.127278,0.124519,0.087523,65,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
nucleonet,nucleus,sbiad2822_nuclei,NucleiNet,219,0.872132,0.172613,0.930619,219,0.802615,0.19747,0.870241,219,0.850731,0.173547,0.91202,215,0.938712,0.136004,0.966098,219,0.872132,0.172613,0.930619,219,0.966426,0.041043,0.98007,219,0.963408,0.051962,0.9847,219,1978174.543379,1565635.342918,1804612.0,219,498595.83105,684359.692819,221118.0,219,64686.082192,50066.602454,59331.0,219,14235759.543379,1977811.585899,14499402.0,219,2042860.625571,1584476.4187,1914735.0,219,2476770.374429,1961910.540129,2176812.0,219,12699416.420091,7084439.413568,16777216.0,219,0.266164,0.209211,0.172025,219,0.840875,0.179159,0.890128,219,0.671534,0.167055,0.70427,219,174.347032,218.510416,71.0,219,7.767123,10.814991,5.0,219,0.17413,0.292373,0.022222,215,0.445564,0.327446,0.4,219,0.208573,0.302506,0.039216,219,0.163957,0.286469,0.02,219,0.138894,0.289212,0.007299,215,0.288893,0.313828,0.25,219,0.156706,0.292808,0.013559,219,0.129435,0.282706,0.006826,219,0.174934,0.273776,0.028734,219,0.645922,0.31858,0.763754,219,0.208573,0.302506,0.039216,219,,,,0,,,,0
nucleonet,nucleus,segapp_islet_nucleus,IsletSEM,154,0.931629,0.103137,0.966467,154,0.884445,0.132467,0.93511,154,0.926097,0.119282,0.963858,154,0.946589,0.102711,0.974371,154,0.931629,0.103137,0.966467,154,0.986426,0.016064,0.991706,154,0.990268,0.015313,0.994827,154,2127694.857143,1242704.082834,1920822.0,154,140682.162338,227761.847152,72035.5,154,87059.337662,149940.288794,54475.5,154,14421779.642857,1287312.258129,14448391.5,154,2214754.194805,1263676.419584,2096593.0,154,2268377.019481,1267411.502089,2240097.5,154,16777216.0,0.0,16777216.0,154,0.13201,0.075321,0.124966,154,0.824697,0.162854,0.884682,154,0.607392,0.139492,0.639064,154,90.448052,168.733019,30.0,154,3.220779,1.491303,3.0,154,0.061138,0.116187,0.023016,154,0.340368,0.310737,0.333333,154,0.095105,0.147911,0.041739,154,0.058652,0.115493,0.021315,154,0.031503,0.070298,0.0,154,0.172078,0.228481,0.0,154,0.049933,0.101756,0.0,154,0.029055,0.066506,0.0,154,0.072766,0.117491,0.027902,154,0.523602,0.363963,0.667608,154,0.095105,0.147911,0.041739,154,,,,0,,,,0
nucleonet,nucleus,zenodo_3675220_platynereis,Platynereis,300,0.924536,0.03023,0.931102,300,0.861068,0.050094,0.871087,300,0.954055,0.025308,0.95979,300,0.898035,0.045621,0.907304,300,0.924536,0.03023,0.931102,300,0.999753,0.000126,0.999789,300,0.999923,5.1e-05,0.999938,300,28253.416667,16569.808311,23628.0,300,1294.39,859.543374,1034.5,300,2848.5,1503.77543,2472.0,300,16744819.693333,18178.094278,16749544.5,300,31101.916667,17534.725017,26942.0,300,29547.806667,17205.888766,24471.0,300,123926.95,29583.263153,130687.5,300,0.254421,0.134407,0.223385,300,0.910438,0.04377,0.920998,300,0.833507,0.058477,0.840305,300,19.566667,11.573773,16.0,300,21.906667,12.689022,19.0,300,0.891883,0.092252,0.9,300,0.796291,0.10708,0.8,300,0.837537,0.086525,0.857143,300,0.729543,0.122417,0.75,300,0.784473,0.126186,0.8,300,0.699454,0.122574,0.703203,300,0.736208,0.115455,0.75,300,0.595393,0.141785,0.6,300,0.722373,0.081319,0.733451,300,0.86201,0.027508,0.865209,300,0.837537,0.086525,0.857143,300,,,,0,,,,0
nucleonet_scaled,nucleus,orgsegnet_plant,PlantHunter,65,0.691866,0.260281,0.798509,65,0.583099,0.27748,0.664599,65,0.708095,0.283113,0.801113,63,0.799004,0.245651,0.893407,65,0.691866,0.260281,0.798509,65,0.972477,0.023796,0.977427,65,0.979933,0.02464,0.992912,65,761334.076923,707611.241025,628685.0,65,320120.153846,394623.692978,113968.0,65,141643.153846,176529.294844,71066.0,65,15554118.615385,824117.545692,15617533.0,65,902977.230769,766618.226298,698305.0,65,1081454.230769,787203.914839,892837.0,65,11175749.169231,3793615.302803,13217792.0,65,0.08644,0.070166,0.060599,65,0.555444,0.333742,0.564708,65,0.19632,0.154918,0.139344,65,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,20.0,0.0,20.0,65,,,,0
nucleonet_scaled,nucleus,sbiad2822_nuclei,NucleiNet,219,0.875588,0.171319,0.929681,219,0.807678,0.195793,0.868602,219,0.859603,0.170637,0.926426,215,0.935481,0.136111,0.963761,219,0.875588,0.171319,0.929681,219,0.968659,0.038196,0.980411,219,0.967093,0.047799,0.987356,219,1967754.744292,1557931.858712,1800696.0,219,450706.287671,633497.380672,182045.0,219,75105.881279,64117.509442,64136.0,219,14283649.086758,1921661.40345,14494042.0,219,2042860.625571,1584476.4187,1914735.0,219,2418461.031963,1898459.358226,2140531.0,219,12699416.420091,7084439.413568,16777216.0,219,0.266164,0.209211,0.172025,219,0.859128,0.174022,0.909434,219,0.69112,0.173036,0.727021,219,11.141553,10.095121,8.0,219,7.767123,10.814991,5.0,219,0.563723,0.265108,0.571429,215,0.823288,0.276005,0.941176,219,0.642858,0.264651,0.7,219,0.525011,0.269897,0.538462,219,0.496403,0.29486,0.5,215,0.690637,0.331371,0.8,219,0.558024,0.305254,0.615385,219,0.448415,0.296988,0.444444,219,0.574205,0.255177,0.619949,219,0.815241,0.25246,0.901181,219,0.642858,0.264651,0.7,219,20.0,0.0,20.0,219,,,,0
nucleonet_scaled,nucleus,segapp_islet_nucleus,IsletSEM,154,0.943721,0.1224,0.973972,154,0.908786,0.135632,0.949264,154,0.965185,0.08098,0.993559,153,0.94058,0.11677,0.961789,154,0.943721,0.1224,0.973972,154,0.990276,0.012626,0.99326,154,0.995965,0.010472,0.999013,154,2110390.051948,1232898.626774,1996054.5,154,58774.12987,155704.274113,14590.5,154,104364.142857,149935.402655,74483.5,154,14503687.675325,1269848.156723,14581711.5,154,2214754.194805,1263676.419584,2096593.0,154,2169164.181818,1239972.542632,2125628.0,154,16777216.0,0.0,16777216.0,154,0.13201,0.075321,0.124966,154,0.912719,0.148992,0.962634,154,0.650625,0.154722,0.692691,154,4.064935,2.986279,4.0,154,3.220779,1.491303,3.0,154,0.730516,0.272147,0.75,153,0.837879,0.244103,1.0,154,0.752187,0.239429,0.8,154,0.653328,0.270503,0.666667,154,0.64766,0.295112,0.625,153,0.75,0.290177,0.8,154,0.669175,0.274148,0.666667,154,0.564452,0.305826,0.5,154,0.676314,0.230546,0.701228,154,0.861053,0.18692,0.914268,154,0.752187,0.239429,0.8,154,20.0,0.0,20.0,154,,,,0
nucleonet_scaled,nucleus,zenodo_3675220_platynereis,Platynereis,300,0.924536,0.03023,0.931102,300,0.861068,0.050094,0.871087,300,0.954055,0.025308,0.95979,300,0.898035,0.045621,0.907304,300,0.924536,0.03023,0.931102,300,0.999753,0.000126,0.999789,300,0.999923,5.1e-05,0.999938,300,28253.416667,16569.808311,23628.0,300,1294.39,859.543374,1034.5,300,2848.5,1503.77543,2472.0,300,16744819.693333,18178.094278,16749544.5,300,31101.916667,17534.725017,26942.0,300,29547.806667,17205.888766,24471.0,300,123926.95,29583.263153,130687.5,300,0.254421,0.134407,0.223385,300,0.910438,0.04377,0.920998,300,0.833507,0.058477,0.840305,300,19.566667,11.573773,16.0,300,21.906667,12.689022,19.0,300,0.891883,0.092252,0.9,300,0.796291,0.10708,0.8,300,0.837537,0.086525,0.857143,300,0.729543,0.122417,0.75,300,0.784473,0.126186,0.8,300,0.699454,0.122574,0.703203,300,0.736208,0.115455,0.75,300,0.595393,0.141785,0.6,300,0.722373,0.081319,0.733451,300,0.86201,0.027508,0.865209,300,0.837537,0.086525,0.857143,300,20.0,0.0,20.0,300,,,,0
orgsegnet,mito,deepcontact_tem,DeepContact,67,0.48842,0.175057,0.55098,67,0.340098,0.147659,0.380243,67,0.643387,0.198179,0.661087,67,0.438256,0.194968,0.445394,67,0.48842,0.175057,0.55098,67,0.997457,0.00107,0.99764,67,0.999237,0.000662,0.999446,67,23447.820896,14912.505031,21285.0,67,12761.268657,11063.114914,9260.0,67,29897.716418,16243.205375,26125.0,67,16711109.19403,26593.513818,16711643.0,67,53345.537313,23489.396912,53198.0,67,36209.089552,21013.669958,33220.0,67,1065479.014925,235332.901822,1141690.0,67,0.050081,0.018703,0.049145,67,,,,0,0.302044,0.158844,0.29445,67,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,mito,deeppi_em_skeletal_muscle,DeepPI,6,0.458039,0.308631,0.560554,6,0.347933,0.255906,0.398512,6,0.943783,0.03476,0.927985,6,0.364586,0.270457,0.413396,6,0.458039,0.308631,0.560554,6,0.883408,0.068665,0.90155,6,0.995381,0.003403,0.994017,6,811573.166667,563292.489616,897354.5,6,66990.666667,49323.716975,87097.5,6,1889095.666667,1199024.581772,1557356.5,6,14009556.5,666992.327182,14009256.0,6,2700668.833333,707979.533532,2673596.0,6,878563.833333,611480.686465,985229.0,6,6553600.0,0.0,6553600.0,6,0.412089,0.108029,0.407959,6,,,,0,0.245892,0.164807,0.290782,6,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,mito,empiar_10982_mitonet_benchmark,MitoNet,192,0.207103,0.285135,0.018966,192,0.151894,0.231304,0.009574,192,0.676633,0.36303,0.873223,124,0.175753,0.267425,0.009797,192,0.207103,0.285135,0.018966,192,0.99702,0.004656,0.998672,192,0.999644,0.001143,0.999996,192,22044.130208,60128.914133,83.5,192,5926.708333,19021.840049,72.0,192,44070.041667,75445.268061,20729.5,192,16705175.119792,116541.929637,16751800.0,192,66114.171875,110833.0889,25187.5,192,27970.838542,69754.281884,494.0,192,516820.3125,377597.697069,539612.5,192,0.116574,0.12126,0.073358,192,,,,0,0.125296,0.18458,0.009369,192,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,mito,orgsegnet_plant,PlantHunter,198,0.706024,0.339384,0.909697,198,0.635143,0.345679,0.834353,198,0.841751,0.262853,0.952124,188,0.681421,0.358284,0.913945,198,0.706024,0.339384,0.909697,198,0.995109,0.006619,0.997748,198,0.998571,0.004439,0.999434,198,275564.20202,384732.563245,130530.0,198,23356.090909,73148.377498,9385.0,198,58702.792929,87643.263395,18147.0,198,16419592.914141,407625.2754,16587692.0,198,334266.994949,395805.158613,172114.0,198,298920.292929,397762.014265,146398.0,198,11566402.555556,2575672.045301,13202713.0,198,0.042028,0.092409,0.014224,198,,,,0,0.319167,0.234516,0.278995,198,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,mito,zenodo_mitoem2,ME2-Mossy,55,0.401449,0.203603,0.402897,55,0.272881,0.173053,0.252267,55,0.496677,0.256639,0.463886,53,0.388279,0.196031,0.408597,55,0.401449,0.203603,0.402897,55,0.996884,0.002272,0.997247,55,0.998584,0.00125,0.998764,55,15949.763636,11957.506435,12944.0,55,23674.709091,20899.32187,20660.0,55,28599.381818,24364.792855,23324.0,55,16708992.145455,44713.731576,16711571.0,55,44549.145455,30691.494494,36695.0,55,39624.472727,27883.622228,35395.0,55,503440.945455,369935.29685,475800.0,55,0.160219,0.162057,0.112516,55,,,,0,0.146214,0.10489,0.124724,55,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,nucleus,orgsegnet_plant,PlantHunter,65,0.919189,0.193522,0.97045,65,0.885518,0.197606,0.942597,65,0.971662,0.03793,0.986891,64,0.91164,0.201746,0.969133,65,0.919189,0.193522,0.97045,65,0.996089,0.006507,0.997654,65,0.998874,0.001466,0.999403,65,855015.338462,774984.050957,668779.0,65,17647.338462,23238.311243,9491.0,65,47961.892308,111333.42808,16592.0,65,15856591.430769,770720.45068,16067066.0,65,902977.230769,766618.226298,698305.0,65,872662.676923,779694.948145,676476.0,65,11175749.169231,3793615.302803,13217792.0,65,0.08644,0.070166,0.060599,65,,,,0,0.403187,0.2367,0.38563,65,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,nucleus,sbiad2822_nuclei,NucleiNet,219,0.052431,0.148664,0.0,219,0.035085,0.10767,0.0,219,0.586221,0.452262,0.833357,82,0.035716,0.109101,0.0,219,0.052431,0.148664,0.0,219,0.880596,0.092184,0.88655,219,0.998312,0.006401,1.0,219,62559.716895,247925.74054,0.0,219,22966.123288,86682.848528,0.0,219,1980300.908676,1530262.319446,1900738.0,219,14711389.251142,1601972.9109,14855046.0,219,2042860.625571,1584476.4187,1914735.0,219,85525.840183,272945.881884,0.0,219,12699416.420091,7084439.413568,16777216.0,219,0.266164,0.209211,0.172025,219,,,,0,0.008081,0.024378,0.0,219,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,nucleus,segapp_islet_nucleus,IsletSEM,154,0.443601,0.361098,0.475241,154,0.361001,0.332428,0.311688,154,0.909459,0.223942,0.990171,127,0.381449,0.356549,0.312172,154,0.443601,0.361098,0.475241,154,0.915556,0.064623,0.927826,154,0.995385,0.015961,0.99965,154,863993.824675,966186.083706,577012.0,154,65980.097403,222756.902829,5152.5,154,1350760.37013,1106086.151679,1123651.0,154,14496481.707792,1291707.075381,14601461.0,154,2214754.194805,1263676.419584,2096593.0,154,929973.922078,1050100.102402,624915.0,154,16777216.0,0.0,16777216.0,154,0.13201,0.075321,0.124966,154,,,,0,0.17898,0.172455,0.156724,154,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
orgsegnet,nucleus,zenodo_3675220_platynereis,Platynereis,300,9.2e-05,0.000701,0.0,300,4.6e-05,0.000352,0.0,300,0.023662,0.094525,0.0,72,4.7e-05,0.000355,0.0,300,9.2e-05,0.000701,0.0,300,0.998135,0.001049,0.998365,300,0.999988,4.8e-05,1.0,300,1.22,9.63284,0.0,300,194.743333,799.539833,0.0,300,31100.696667,17534.962305,26942.0,300,16745919.34,17596.560053,16749783.5,300,31101.916667,17534.725017,26942.0,300,195.963333,799.688845,0.0,300,123926.95,29583.263153,130687.5,300,0.254421,0.134407,0.223385,300,,,,0,0.000349,0.002321,0.0,300,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
