Dataset,Experiment,Repository,URL,2D images,3D acquisitions,Assets
miR-146a-5p inhibitor,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,11,0,11
miR-146a-5p inhibitor - cytokine-treated,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,10,0,10
miR-146a-5p overexpression,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,13,0,13
miR-146a-5p overexpression - cytokine-treated,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,12,0,12
MitoEM 2.0: A Benchmark for Challenging 3D Mitochondria Instance Segmentation from EM Images,MitoEM 2.0 3D Mitochondria Benchmark,Zenodo,https://doi.org/10.5281/zenodo.17613832,0,45,45
Mitotic HeLa cell,Mitotic HeLa Cell FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.13114472,0,1,1
Morphology and ultrastructure of external sense organs of Drosophila larvae,Drosophila Larval External Sense Organ Ultrastructure,Dryad,https://doi.org/10.5061/dryad.1vhhmgr1z,0,10,10
"Mouse 1 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,12,0,12
"Mouse 13 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,5,0,5
"Mouse 14 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,6,0,6
"Mouse 17 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,12,0,12
"Mouse 198 - Nox5pod+ transgenic, untreated",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,9,0,9
"Mouse 2 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,10,0,10
"Mouse 207 - Nox5pod+ transgenic, untreated",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,8,0,8
"Mouse 229 - Nox5pod+ transgenic, untreated",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,9,0,9
"Mouse 238 - Nox5pod+ transgenic, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,8,0,8
"Mouse 244 - Wild-type, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,11,0,11
"Mouse 247 - Wild-type, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,13,0,13
"Mouse 255 - Wild-type, untreated",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,8,0,8
"Mouse 256 - Wild-type, untreated",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,7,0,7
"Mouse 3 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,12,0,12
"Mouse 4 - 6 months, mutant, 4-PBA",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,7,0,7
"Mouse 5 - 6 months, mutant, PBS (vehicle)",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,12,0,12
Mouse 592 - IRE1α KO doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,19,0,19
"Mouse 6 - 6 months, mutant, PBS (vehicle)",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,4,0,4
Mouse 607 - Control untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,16,0,16
Mouse 614 - Control doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,23,0,23
Mouse 623 - IRE1α KO untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,14,0,14
Mouse 624 - IRE1α KO doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,26,0,26
Mouse 629 - Control untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,13,0,13
Mouse 630 - Control doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,17,0,17
Mouse 636 - IRE1α KO untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,19,0,19
Mouse 647 - IRE1α KO untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,15,0,15
Mouse 648 - IRE1α KO doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,16,0,16
Mouse 650 - Control untreated,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,14,0,14
Mouse 651 - Control doxorubicin,Mouse Kidney Podocyte IRE1α Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3703,16,0,16
"Mouse 7 - 6 months, mutant, PBS (vehicle)",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,8,0,8
"Mouse 766 - Nox5pod+ transgenic, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,8,0,8
"Mouse 8 - 6 months, WT, Untreated",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,4,0,4
"Mouse 833 - Wild-type, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,12,0,12
"Mouse 834 - Nox5pod+ transgenic, STZ diabetic",Mouse Kidney Podocyte NOX5 TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3720,15,0,15
"Mouse 9 - 6 months, WT, Untreated",Mouse Kidney Alport Syndrome 4-PBA TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3714,1,0,1
Mouse A2 L2/3 SBF-SEM Volume,Mammalian Cortex Connectomics,WEBKNOSSOS,https://webknossos.org/datasets/Mouse_A2_L23_AMK_rotated-62b17edd010000f20075d7b9/view,0,1,1
Mouse Anterior Cingulate Cortex (ACC) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/JO_ACC_Z_straightenedPosthoc-5c1cd43801000026708c2783/view,0,1,1
"Mouse Brain, Liver and Pancreas SEM","Mouse Brain, Liver and Pancreas SEM",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,40,0,40
Mouse Brown Adipose Tissue WT & Smc5 K371/K371 SBF-SEM,SMC5 Mutant Mouse Brown Adipose Tissue SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-13505,0,2,2
"Mouse brown adipose tissue, glucose-infused",Mouse Brown Adipose Tissue SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,3,0,3
Mouse C550 (Control),Mouse Pancreatic Islet Clec16a Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3893,34,0,34
Mouse C551 (Clec16a knockout),Mouse Pancreatic Islet Clec16a Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3893,39,0,39
Mouse CA1 Hippocampus FIB-SEM Volume,Mouse CA1 Hippocampus FIB-SEM,Institutional repository,https://www.epfl.ch/labs/cvlab/data/data-em/,0,1,1
Mouse Cerebellum SBF-SEM,Mouse Cerebellum SBF-SEM,BossDB,https://doi.org/10.60533/BOSS-2023-3DLD,0,1,1
Mouse cerebral cortex (jrc_mus-cortex-3),Mouse Cerebral Cortex FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.28754702,0,1,1
Mouse choroid plexus (jrc_choroid-plexus-2),Mouse Choroid Plexus FIB-SEM (jrc_choroid-plexus-2),OpenOrganelle,https://doi.org/10.25378/janelia.13123427,0,1,1
Mouse choroid plexus (jrc_mus-choroid-plexus-3),Mouse Choroid Plexus FIB-SEM (jrc_mus-choroid-plexus-3),OpenOrganelle,https://doi.org/10.25378/janelia.29114576,0,1,1
Mouse Cochlea SBF-SEM Neural Circuitry Volume,Mouse Cochlea SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/HuaLab-CBA-mice-cochlea-mid-7w-5ff2feb90100001800af8d3c/view,0,1,1
Mouse Cochlea Unexposed M1 SBEM Volume,Mouse Cochlea Mitochondria SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/HuaLab-CBA_Ca-mouse-unexposed-M1-652d442501000053049c0270/view,0,1,1
Mouse Cochlea Unexposed M2 SBEM Volume,Mouse Cochlea Mitochondria SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/HuaLab-CBA_Ca-mouse-unexposed-M2-652d563301000068049c066e/view,0,1,1
Mouse Cortex SBEM Volume (2012-11-23_ex144_st08x2),Mouse Cerebral Cortex SBF-SEM (ex144),WEBKNOSSOS,https://webknossos.org/datasets/2012-11-23_ex144_st08x2-5fce1a690100007c00cfaff3/view,0,1,1
Mouse Cremaster Endothelial Cell CLXEM,Mouse Cremaster Endothelial Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11958,0,1,1
Mouse D40 (Clec16a knockout),Mouse Pancreatic Islet Clec16a Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3893,24,0,24
Mouse D54 (Control),Mouse Pancreatic Islet Clec16a Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3893,25,0,25
Mouse deep nuclei (jrc_mus-cerebellum-4),Mouse Deep Cerebellar Nuclei FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.28754318,0,1,1
Mouse deep nuclei (jrc_mus-cerebellum-5),Mouse Deep Cerebellar Nuclei FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.28754696,0,1,1
Mouse dLGN ATUM-SEM Volume - WEBKNOSSOS,Mouse Visual Thalamus (dLGN) Serial-Section SEM,WEBKNOSSOS,https://webknossos.org/datasets/morgan2020-6373490b01000026011a53f7/view,0,1,1
Mouse dLGN Serial-Section EM Volume - BossDB,Mouse Visual Thalamus (dLGN) Serial-Section SEM,BossDB,https://doi.org/10.60533/BOSS-2020-OMCN,0,1,1
Mouse dorsal striatum (jrc_mus-dorsal-striatum),Mouse Dorsal Striatum FIB-SEM (jrc_mus-dorsal-striatum),OpenOrganelle,https://doi.org/10.25378/janelia.24222688,0,1,1
Mouse dorsal striatum (jrc_mus-dorsal-striatum-2),Mouse Dorsal Striatum FIB-SEM (jrc_mus-dorsal-striatum-2),OpenOrganelle,https://doi.org/10.25378/janelia.28754705,0,1,1
Mouse Duodenum FIB-SEM Volume,Mouse Duodenum FIB-SEM,OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_mus-duodenum-1a,0,1,1
Mouse Embryonic Fibroblast (cryo-TEM),Mouse & Zebrafish Virtual Nanoscopy Gigapixel TEM,IDR,https://idr.openmicroscopy.org/study/idr0053/,1,0,1
Mouse Epididymis FIB-SEM Volume - jrc_mus-epididymis-1,Mouse Epididymis FIB-SEM (jrc_mus-epididymis-1),OpenOrganelle,https://doi.org/10.25378/janelia.22190377,0,1,1
Mouse Epididymis FIB-SEM Volume - jrc_mus-epididymis-2,Mouse Epididymis FIB-SEM (jrc_mus-epididymis-2),OpenOrganelle,https://doi.org/10.25378/janelia.23407907,0,1,1
Mouse Guard Hair Follicle FIB-SEM,Mouse Mechanosensory End Organs FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.23969061,0,1,1
Mouse Hemostatic Plug SBF-SEM Volumes,Mouse Hemostatic Plug SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-13192,0,6,6
Mouse hepatocyte nucleolus YB-1 / RNA polymerase I immunogold TEM,Mouse Hepatocyte YB-1 Immunogold TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3701,1,0,1
Mouse Hippocampus CA1 eFIB-SEM Volume - jrc_mus-hippocampus-2,Mouse Hippocampus CA1 FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.28894697,0,1,1
Mouse Hippocampus CA1 eFIB-SEM Volume - jrc_mus-hippocampus-3,Mouse Hippocampus CA1 FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.28895000,0,1,1
Mouse Kidney FIB-SEM Volume,Mouse Kidney FIB-SEM (jrc_mus-kidney),OpenOrganelle,https://doi.org/10.25378/janelia.16913035,0,1,1
Mouse Kidney FIB-SEM Volume,Mouse Kidney FIB-SEM (jrc_mus-kidney-2),OpenOrganelle,https://doi.org/10.25378/janelia.23411009,0,1,1
Mouse Kidney Glomerulus FIB-SEM Volume,Mouse Kidney Glomerulus FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24164004,0,1,1
"Mouse kidney, 6-month-old",Mouse Multi-Organ SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,3,0,3
Mouse L2/3 PPC SBEM Volume,Mammalian Cortex Connectomics,WEBKNOSSOS,https://webknossos.org/datasets/ppcAK99_76x79_segmentation_v1_typ_soma_excl_v1-62b18045010000020175d7c2/view,0,1,1
Mouse L2/3 S1 SBEM Volume,Mammalian Cortex Connectomics,WEBKNOSSOS,https://webknossos.org/datasets/ex144_st08x2_l23_segmentation_v6_typ_soma_excl_v1-62b19325010000860033e7c9/view,0,1,1
Mouse Lateral Geniculate Nucleus SBEM Stacks,Mouse Lateral Geniculate Nucleus SBF-SEM,BossDB,https://doi.org/10.60533/BOSS-2023-3TJJ,0,2,2
Mouse Lateral Parietal Association (LPtA) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2016-05-26_FD0144-2_v2s2s_full-5c1ede340100007c838c3579/view,0,1,1
Mouse Liver Acinus FIB-SEM Volume - jrc_mus-liver-zon-2,Mouse Liver Acinus FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24135486,0,1,1
Mouse Liver Acinus Zone 1 FIB-SEM Volume - jrc_mus-liver-zon-1,Mouse Liver Acinus FIB-SEM (Zone 1),OpenOrganelle,https://doi.org/10.25378/janelia.24128700,0,1,1
Mouse Liver and Pancreas SEM,Mouse Liver and Pancreas SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,7,0,7
"Mouse Liver and Pancreatic Islet SEM, weight cycling",Mouse Liver and Pancreatic Islet SEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3922,28,0,28
Mouse Liver FIB-SEM Volume,Mouse Liver FIB-SEM (jrc_mus-liver),OpenOrganelle,https://doi.org/10.25378/janelia.16913047,0,1,1
Mouse Liver FIB-SEM Volume - jrc_mus-liver-2,Mouse Liver FIB-SEM (jrc_mus-liver-2),OpenOrganelle,https://doi.org/10.25378/janelia.23411426,0,1,1
Mouse Liver Glucokinase Immuno-EM,Mouse Liver Glucokinase Immuno-EM,BioImage Archive,https://doi.org/10.6019/S-BIAD3920,15,0,15
"Mouse liver hepatocyte, glucose-infused",Mouse Liver Hepatocyte SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,6,0,6
"Mouse Liver SEM, control diet vs calorie restriction",Mouse Liver SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,18,0,18
"Mouse liver, control diet vs calorie restriction",Mouse Liver SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,12,0,12
"Mouse liver, ctrl","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,6,0,6
"Mouse liver, treatment1","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,5,0,5
"Mouse liver, treatment2","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,5,0,5
Mouse Lung FIB-SEM Volume,Mouse Lung FIB-SEM,OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_mus-lung-2a,0,1,1
Mouse Meissner Corpuscle FIB-SEM - Double-innervated,Mouse Mechanosensory End Organs FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.23969109,0,1,1
Mouse Meissner Corpuscle FIB-SEM - Single-innervated,Mouse Mechanosensory End Organs FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.23969076,0,1,1
Mouse nucleus accumbens,Mouse Nucleus Accumbens FIB-SEM (jrc_mus-nacc-4),OpenOrganelle,https://doi.org/10.25378/janelia.24222988,0,1,1
Mouse nucleus accumbens,Mouse Nucleus Accumbens FIB-SEM (jrc_mus-nacc-1),OpenOrganelle,https://doi.org/10.25378/janelia.27075514,0,1,1
Mouse Nucleus Accumbens FIB-SEM Volume - jrc_mus-nacc-2,Mouse Nucleus Accumbens FIB-SEM (jrc_mus-nacc-2),OpenOrganelle,https://doi.org/10.25378/janelia.24222898,0,1,1
Mouse Nucleus Accumbens FIB-SEM Volume - jrc_mus-nacc-3,Mouse Nucleus Accumbens FIB-SEM (jrc_mus-nacc-3),OpenOrganelle,https://doi.org/10.25378/janelia.24222913,0,1,1
Mouse Optic Nerve FIB-SEM - Mag knockout (EMPIAR-11219),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11219,0,1,1
Mouse Optic Nerve FIB-SEM - Mag knockout (EMPIAR-11220),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11220,0,1,1
Mouse Optic Nerve FIB-SEM - Mag knockout (EMPIAR-11237),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11237,0,1,1
Mouse Optic Nerve FIB-SEM - Plp1-null (EMPIAR-11214),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11214,0,1,1
Mouse Optic Nerve FIB-SEM - Plp1-null (EMPIAR-11215),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11215,0,1,1
Mouse Optic Nerve FIB-SEM - Plp1-null (EMPIAR-11216),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11216,0,1,1
Mouse Optic Nerve FIB-SEM - Wild-type control (EMPIAR-11238),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11238,0,1,1
Mouse Optic Nerve FIB-SEM - Wild-type control (EMPIAR-11240),Mouse Optic Nerve Plp1/Mag Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11240,0,1,1
Mouse Optic Nerve OPC SBF-SEM Series,Mouse Optic Nerve SBF-SEM,Mendeley Data,https://doi.org/10.17632/smkd8cd8mk,0,9,9
Mouse Organ of Corti Cochlea SBF-SEM - 200um Subvolume,Mouse Cochlea SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/HuaLab-CBA-mice-cochlea-mid-7w-200um-603df5810100001a0045ca5e/view,0,1,1
Mouse Pacinian Corpuscle FIB-SEM,Mouse Mechanosensory End Organs FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.23969112,0,1,1
"Mouse pancreas and liver, high-fat vs control diet",Mouse Pancreas and Liver SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,15,0,15
Mouse Pancreas Lobe 3D EM Volume,Mouse Pancreas Tuft Cell Serial-Section EM,BioImage Archive,https://doi.org/10.6019/S-BIAD3895,0,1,1
Mouse Pancreas Pancreatitis TEM,Mouse Pancreas Pancreatitis and Tumour TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3894,108,0,108
"Mouse pancreas, liver and small intestine, high-fat vs control diet","Mouse Pancreas, Liver and Intestine SEM",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,11,0,11
Mouse Pancreatic Islet Beta-Cell Aging TEM,Mouse Pancreatic Islet Beta-Cell Aging TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3726,60,0,60
Mouse Pancreatic Islet SEM,Mouse Pancreatic Islet SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,11,0,11
Mouse Pancreatic Islet TEM,Mouse Pancreatic Islet TEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,40,0,40
"Mouse pancreatic islet, 18-month-old",Mouse Multi-Organ SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,1,0,1
"Mouse pancreatic islet, control diet vs calorie restriction",Mouse Pancreatic Islet SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,8,0,8
"Mouse pancreatic islet, ctrl","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,6,0,6
"Mouse pancreatic islet, treatment1","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,5,0,5
"Mouse pancreatic islet, treatment2","Mouse Liver and Pancreatic Islet SEM, glucose-infused",BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,6,0,6
Mouse Pancreatic Tumour TEM,Mouse Pancreas Pancreatitis and Tumour TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3894,117,0,117
Mouse Posterior Parietal Cortex (PPC) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2017-04-03_ppcAK99_76x79-5c1cd439010000e66f8c2786/view,0,1,1
Mouse Posterior Parietal Cortex (PPC-2) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/AK_CorrelativeExperiment06469_P57_st003_st004-5c1cd4380100004f6f8c2784/view,0,1,1
Mouse Primary Somatosensory Cortex (S1) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2012-11-23_ex144_st08x2New-5c1cd439010000e66f8c2787/view,0,1,1
Mouse retina 110629_k0725 SBEM volume,Mouse Retina SBF-SEM (Ding 2016),WEBKNOSSOS,https://webknossos.org/datasets/110629_k0725-5c98db84010000b02339b49b/view,0,1,1
Mouse Retina e2006 SBEM Volume,Mouse Retina SBF-SEM (Helmstaedter 2013),WEBKNOSSOS,https://webknossos.org/datasets/e2006-5a7c737448d7a73cea3c83ae/view,0,1,1
"Mouse retina outer plexiform layer FIB-SEM volumes (EM1, EM2)",Mouse Retina Outer Plexiform Layer FIB-SEM,BossDB,https://doi.org/10.60533/BOSS-2021-4MZE,0,2,2
Mouse retina SBEM volume (100527_k0563),Mouse Retina SBF-SEM (Briggman 2011),WEBKNOSSOS,https://webknossos.org/datasets/100527_k0563-5a7c737448d7a73cea3c83aa/view,0,1,1
Mouse S1 Cortex SBEM Demo Cutout,Mouse S1 Cortex SBF-SEM Demo,WEBKNOSSOS,https://webknossos.org/datasets/2012-09-28_ex145_07x2_demo-5a7c737448d7a73cea3c83a8/view,0,1,1
Mouse salivary gland FIB-SEM volume (jrc_mus-salivary-1),Mouse Salivary Gland FIB-SEM,Quilt,https://open.quiltdata.com/b/janelia-cosem-datasets/tree/jrc_mus-salivary-1/,0,1,1
Mouse Secondary Visual Cortex (V2) SBEM Volume,Mouse Cortical Areas SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/V2_102_l23_ak_straightenedPosthoc-5c1cd4380100004f6f8c2785/view,0,1,1
Mouse skeletal muscle FIB-SEM volume (jrc_mus-skel-muscle-1),Mouse Skeletal Muscle FIB-SEM,OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_mus-skel-muscle-1,0,1,1
Mouse Skeletal Muscle SEM,Mouse Skeletal Muscle SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,19,0,19
Mouse skin FIB-SEM volume (jrc_mus-skin-2a),Mouse Skin FIB-SEM,OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_mus-skin-2a,0,1,1
"Mouse small intestine, 6-month-old",Mouse Multi-Organ SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,3,0,3
Mouse spermatotubule ATUM-SEM serial sections (EMPIAR-12157),Mouse Spermatotubule SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12157,0,1,1
Mouse Spinal Cord FIB-SEM Volume - Atl1KI/Reep1-KO mutant,Mouse Spinal Cord Hereditary Spastic Paraplegia FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.20134979,0,1,1
Mouse Spinal Cord FIB-SEM Volume - Wild-type,Mouse Spinal Cord Hereditary Spastic Paraplegia FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.20134574,0,1,1
Mouse thymus FIB-SEM volume (jrc_mus-thymus-2a),Mouse Thymus FIB-SEM,OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_mus-thymus-2a,0,1,1
Mouse V1 Layer 2/3 P105 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Mouse V1 Layer 2/3 P523 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Mouse V1 Layer 4 P105 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Mouse V1 Layer 4 P523 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Mouse V1 Layer 4 P6 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Mouse V1 ssTEM Volume,Mouse Visual Cortex Connectomics TEM,WEBKNOSSOS,https://webknossos.org/datasets/lee16-5c61b71c0100003f3b177de3/view,0,1,1
Mouse V2 L2/3 SBEM Volume,Mammalian Cortex Connectomics,WEBKNOSSOS,https://webknossos.org/datasets/V2_102_l23_ak_straightenedPosthoc_segmentation_v1_typ_soma_excl_v1-62b18081010000f50075d7c3/view,0,1,1
